quality,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
7,6.20,0.300,0.32,1.70,0.032,30.0,130.0,0.9911,3.28,0.41,11.2
6,6.90,0.270,0.41,1.70,0.047,6.0,134.0,0.9929,3.15,0.69,11.4
6,6.90,0.280,0.41,1.70,0.050,10.0,136.0,0.993,3.16,0.71,11.4
7,6.90,0.280,0.30,1.60,0.047,46.0,132.0,0.9918,3.35,0.38,11.1
6,6.90,0.460,0.20,0.90,0.054,5.0,126.0,0.992,3.10,0.42,10.4
7,6.90,0.380,0.32,8.50,0.044,36.0,152.0,0.9932,3.38,0.35,12
7,5.70,0.430,0.30,5.70,0.039,24.0,98.0,0.992,3.54,0.61,12.3
6,6.60,0.560,0.16,3.10,0.045,28.0,92.0,0.994,3.12,0.35,9.1
6,7.10,0.360,0.56,1.30,0.046,25.0,102.0,0.9923,3.24,0.33,10.5
6,6.80,0.230,0.40,1.60,0.047,5.0,133.0,0.993,3.23,0.70,11.4
5,6.20,0.330,0.29,1.30,0.042,26.0,138.0,0.9956,3.77,0.64,9.5
7,5.60,0.490,0.13,4.50,0.039,17.0,116.0,0.9907,3.42,0.90,13.7
6,6.60,0.420,0.33,2.80,0.034,15.0,85.0,0.99,3.28,0.51,13.4
7,7.30,0.180,0.29,1.20,0.044,12.0,143.0,0.9918,3.20,0.48,11.3
6,8.10,0.190,0.40,0.90,0.037,73.0,180.0,0.9926,3.06,0.34,10
6,5.90,0.190,0.26,7.40,0.034,33.0,123.0,0.995,3.49,0.42,10.1
6,6.20,0.160,0.47,1.40,0.029,23.0,81.0,0.99,3.26,0.42,12.2
6,6.60,0.420,0.33,2.80,0.034,15.0,85.0,0.99,3.28,0.51,13.4
6,5.70,0.135,0.30,4.60,0.042,19.0,101.0,0.9946,3.31,0.42,9.3
7,5.60,0.490,0.13,4.50,0.039,17.0,116.0,0.9907,3.42,0.90,13.7
7,6.90,0.190,0.33,1.60,0.039,27.0,98.0,0.9898,3.09,0.46,12.3
7,7.30,0.180,0.29,1.20,0.044,12.0,143.0,0.9918,3.20,0.48,11.3
7,7.30,0.250,0.36,13.10,0.050,35.0,200.0,0.9986,3.04,0.46,8.9
7,7.30,0.250,0.36,13.10,0.050,35.0,200.0,0.9986,3.04,0.46,8.9
6,7.00,0.200,0.34,5.70,0.035,32.0,83.0,0.9928,3.19,0.46,11.5
7,7.30,0.250,0.36,13.10,0.050,35.0,200.0,0.9986,3.04,0.46,8.9
6,6.30,0.670,0.48,12.60,0.052,57.0,222.0,0.9979,3.17,0.52,9.3
8,7.40,0.400,0.29,5.40,0.044,31.0,122.0,0.994,3.30,0.50,11.1
8,7.10,0.260,0.31,2.20,0.044,29.0,128.0,0.9937,3.34,0.64,10.9
5,9.00,0.310,0.48,6.60,0.043,11.0,73.0,0.9938,2.90,0.38,11.6
4,6.30,0.390,0.24,6.90,0.069,9.0,117.0,0.9942,3.15,0.35,10.2
8,8.20,0.220,0.36,6.80,0.034,12.0,90.0,0.9944,3.01,0.38,10.5
6,7.10,0.190,0.28,3.60,0.033,16.0,78.0,0.993,2.91,0.78,11.4
7,7.30,0.250,0.36,13.10,0.050,35.0,200.0,0.9986,3.04,0.46,8.9
6,7.90,0.200,0.34,1.20,0.040,29.0,118.0,0.9932,3.14,0.41,10.6
6,7.10,0.260,0.32,5.90,0.037,39.0,97.0,0.9934,3.31,0.40,11.6
6,7.00,0.200,0.34,5.70,0.035,32.0,83.0,0.9928,3.19,0.46,11.5
8,6.90,0.300,0.33,4.10,0.035,26.0,155.0,0.9925,3.25,0.79,12.3
6,8.10,0.290,0.49,7.10,0.042,22.0,124.0,0.9944,3.14,0.41,10.8
6,5.80,0.170,0.30,1.40,0.037,55.0,130.0,0.9909,3.29,0.38,11.3
5,5.90,0.415,0.02,0.80,0.038,22.0,63.0,0.9932,3.36,0.36,9.3
6,6.60,0.230,0.26,1.30,0.045,16.0,128.0,0.9934,3.36,0.60,10
3,8.60,0.550,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11
5,6.90,0.350,0.74,1.00,0.044,18.0,132.0,0.992,3.13,0.55,10.2
7,7.60,0.140,0.74,1.60,0.040,27.0,103.0,0.9916,3.07,0.40,10.8
4,9.20,0.280,0.49,11.80,0.042,29.0,137.0,0.998,3.10,0.34,10.1
6,6.20,0.180,0.49,4.50,0.047,17.0,90.0,0.9919,3.27,0.37,11.6
5,5.30,0.165,0.24,1.10,0.051,25.0,105.0,0.9925,3.32,0.47,9.1
4,9.80,0.250,0.74,10.00,0.056,36.0,225.0,0.9977,3.06,0.43,10
6,8.10,0.290,0.49,7.10,0.042,22.0,124.0,0.9944,3.14,0.41,10.8
6,6.80,0.220,0.49,0.90,0.052,26.0,128.0,0.991,3.25,0.35,11.4
6,7.20,0.220,0.49,1.00,0.045,34.0,140.0,0.99,3.05,0.34,12.7
5,7.40,0.250,0.49,1.10,0.042,35.0,156.0,0.9917,3.13,0.55,11.3
7,8.20,0.180,0.49,1.10,0.033,28.0,81.0,0.9923,3.00,0.68,10.4
5,6.10,0.220,0.49,1.50,0.051,18.0,87.0,0.9928,3.30,0.46,9.6
4,7.00,0.390,0.24,1.00,0.048,8.0,119.0,0.9923,3.00,0.31,10.1
5,6.10,0.220,0.49,1.50,0.051,18.0,87.0,0.9928,3.30,0.46,9.6
7,6.50,0.360,0.49,2.90,0.030,16.0,94.0,0.9902,3.10,0.49,12.1
6,7.10,0.290,0.49,1.20,0.031,32.0,99.0,0.9893,3.07,0.33,12.2
5,7.40,0.250,0.49,1.10,0.042,35.0,156.0,0.9917,3.13,0.55,11.3
5,6.90,0.230,0.24,14.20,0.053,19.0,94.0,0.9982,3.17,0.50,9.6
5,8.50,0.560,0.74,17.85,0.051,51.0,243.0,1.0005,2.99,0.70,9.2
7,8.20,0.180,0.49,1.10,0.033,28.0,81.0,0.9923,3.00,0.68,10.4
5,6.30,0.230,0.49,7.10,0.050,67.0,210.0,0.9951,3.23,0.34,9.5
5,6.10,0.250,0.49,7.60,0.052,67.0,226.0,0.9956,3.16,0.47,8.9
5,7.20,0.260,0.74,13.60,0.050,56.0,162.0,0.998,3.03,0.44,8.8
5,7.20,0.310,0.24,1.40,0.057,17.0,117.0,0.9928,3.16,0.35,10.5
5,8.00,0.250,0.49,1.20,0.061,27.0,117.0,0.9938,3.08,0.34,9.4
6,7.00,0.180,0.49,5.30,0.040,34.0,125.0,0.9914,3.24,0.40,12.2
6,7.80,0.430,0.49,13.00,0.033,37.0,158.0,0.9955,3.14,0.35,11.3
6,8.30,0.200,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2
6,6.30,0.270,0.49,1.20,0.063,35.0,92.0,0.9911,3.38,0.42,12.2
6,7.40,0.160,0.49,1.20,0.055,18.0,150.0,0.9917,3.23,0.47,11.2
6,7.40,0.160,0.49,1.20,0.055,18.0,150.0,0.9917,3.23,0.47,11.2
6,6.90,0.190,0.49,6.60,0.036,49.0,172.0,0.9932,3.20,0.27,11.5
6,7.80,0.430,0.49,13.00,0.033,37.0,158.0,0.9955,3.14,0.35,11.3
5,7.20,0.400,0.49,1.10,0.048,11.0,138.0,0.9929,3.01,0.42,9.3
6,7.80,0.430,0.49,13.00,0.033,37.0,158.0,0.9955,3.14,0.35,11.3
7,7.60,0.520,0.49,14.00,0.034,37.0,156.0,0.9958,3.14,0.38,11.8
5,8.30,0.210,0.49,19.80,0.054,50.0,231.0,1.0012,2.99,0.54,9.2
5,6.90,0.340,0.74,11.20,0.069,44.0,150.0,0.9968,3.00,0.81,9.2
6,6.30,0.270,0.49,1.20,0.063,35.0,92.0,0.9911,3.38,0.42,12.2
6,8.30,0.200,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2
6,7.10,0.220,0.74,2.70,0.044,42.0,144.0,0.991,3.31,0.41,12.2
6,7.90,0.110,0.49,4.50,0.048,27.0,133.0,0.9946,3.24,0.42,10.6
6,8.50,0.170,0.74,3.60,0.050,29.0,128.0,0.9928,3.28,0.40,12.4
6,6.40,0.145,0.49,5.40,0.048,54.0,164.0,0.9946,3.56,0.44,10.8
6,7.40,0.160,0.49,1.20,0.055,18.0,150.0,0.9917,3.23,0.47,11.2
6,8.30,0.190,0.49,1.20,0.051,11.0,137.0,0.9918,3.06,0.46,11
8,8.00,0.440,0.49,9.10,0.031,46.0,151.0,0.9926,3.16,0.27,12.7
5,7.00,0.200,0.74,0.80,0.044,19.0,163.0,0.9931,3.46,0.53,10.2
6,6.90,0.190,0.49,6.60,0.036,49.0,172.0,0.9932,3.20,0.27,11.5
7,7.10,0.250,0.49,3.00,0.030,30.0,96.0,0.9903,3.13,0.39,12.3
5,6.50,0.240,0.24,1.60,0.046,15.0,60.0,0.9928,3.19,0.39,9.8
5,7.20,0.400,0.49,1.10,0.048,11.0,138.0,0.9929,3.01,0.42,9.3
7,7.60,0.520,0.49,14.00,0.034,37.0,156.0,0.9958,3.14,0.38,11.8
6,7.80,0.430,0.49,13.00,0.033,37.0,158.0,0.9955,3.14,0.35,11.3
5,7.80,0.210,0.49,1.35,0.052,6.0,48.0,0.9911,3.15,0.28,11.4
6,7.00,0.200,0.49,5.90,0.038,39.0,128.0,0.9938,3.21,0.48,10.8
4,6.90,0.250,0.24,3.60,0.057,13.0,85.0,0.9942,2.99,0.48,9.5
6,7.20,0.080,0.49,1.30,0.050,18.0,148.0,0.9945,3.46,0.44,10.2
5,7.10,0.850,0.49,8.70,0.028,40.0,184.0,0.9962,3.22,0.36,10.7
6,7.60,0.510,0.24,1.20,0.040,10.0,104.0,0.992,3.05,0.29,10.8
6,7.90,0.220,0.24,4.60,0.044,39.0,159.0,0.9927,2.99,0.28,11.5
6,7.70,0.160,0.49,2.00,0.056,20.0,124.0,0.9948,3.32,0.49,10.7
6,7.20,0.080,0.49,1.30,0.050,18.0,148.0,0.9945,3.46,0.44,10.2
6,6.60,0.250,0.24,1.70,0.048,26.0,124.0,0.9942,3.37,0.60,10.1
6,6.70,0.160,0.49,2.40,0.046,57.0,187.0,0.9952,3.62,0.81,10.4
4,6.90,0.250,0.24,3.60,0.057,13.0,85.0,0.9942,2.99,0.48,9.5
3,7.50,0.320,0.24,4.60,0.053,8.0,134.0,0.9958,3.14,0.50,9.1
6,7.40,0.280,0.49,1.50,0.034,20.0,126.0,0.9918,2.98,0.39,10.6
6,6.20,0.150,0.49,0.90,0.033,17.0,51.0,0.9932,3.30,0.70,9.4
6,6.70,0.250,0.74,19.40,0.054,44.0,169.0,1.0004,3.51,0.45,9.8
6,6.50,0.260,0.74,13.30,0.044,68.0,224.0,0.9972,3.18,0.54,9.5
5,7.90,0.160,0.74,17.85,0.037,52.0,187.0,0.9998,2.99,0.41,9.3
6,5.60,0.185,0.49,1.10,0.030,28.0,117.0,0.9918,3.55,0.45,10.3
5,7.50,0.200,0.49,1.30,0.031,8.0,97.0,0.9918,3.06,0.62,11.1
5,8.00,0.300,0.49,9.40,0.046,47.0,188.0,0.9964,3.14,0.48,10
8,8.00,0.340,0.49,9.00,0.033,39.0,180.0,0.9936,3.13,0.38,12.3
8,7.70,0.350,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38,12.4
7,7.60,0.290,0.49,9.60,0.030,45.0,197.0,0.9938,3.13,0.38,12.3
5,6.70,0.620,0.24,1.10,0.039,6.0,62.0,0.9934,3.41,0.32,10.4
7,6.80,0.270,0.49,1.20,0.044,35.0,126.0,0.99,3.13,0.48,12.1
6,7.70,0.270,0.49,1.80,0.041,23.0,86.0,0.9914,3.16,0.42,12.5
6,6.70,0.510,0.24,2.10,0.043,14.0,155.0,0.9904,3.22,0.60,13
7,7.40,0.190,0.49,9.30,0.030,26.0,132.0,0.994,2.99,0.32,11
5,8.30,0.200,0.49,1.70,0.040,34.0,169.0,0.9938,3.05,0.37,10.1
5,6.60,0.300,0.24,1.20,0.034,17.0,121.0,0.9933,3.13,0.36,9.2
7,6.80,0.360,0.24,4.60,0.039,24.0,124.0,0.9909,3.27,0.34,12.6
8,7.00,0.170,0.74,12.80,0.045,24.0,126.0,0.9942,3.26,0.38,12.2
7,9.20,0.180,0.49,1.50,0.041,39.0,130.0,0.9945,3.04,0.49,9.8
6,8.10,0.200,0.49,8.10,0.051,51.0,205.0,0.9954,3.10,0.52,11
6,7.80,0.260,0.74,7.50,0.044,59.0,160.0,0.996,3.22,0.64,10
6,6.80,0.210,0.49,14.50,0.060,50.0,170.0,0.9991,3.55,0.44,9.8
5,7.90,0.200,0.49,1.60,0.053,15.0,144.0,0.993,3.16,0.47,10.5
5,8.00,0.180,0.49,1.80,0.061,10.0,145.0,0.9942,3.23,0.48,10
6,8.80,0.230,0.74,3.20,0.042,15.0,126.0,0.9934,3.02,0.51,11.2
7,7.30,0.220,0.49,9.40,0.034,29.0,134.0,0.9939,2.99,0.32,11
6,7.30,0.220,0.49,9.90,0.031,48.0,161.0,0.9937,3.01,0.28,11.2
7,7.40,0.190,0.49,9.30,0.030,26.0,132.0,0.994,2.99,0.32,11
6,7.30,0.155,0.49,1.30,0.039,34.0,136.0,0.9926,3.14,0.77,10.5
6,8.20,0.220,0.49,9.60,0.037,53.0,154.0,0.9951,3.02,0.33,10.6
6,8.20,0.240,0.49,9.30,0.038,52.0,163.0,0.9952,3.02,0.33,10.6
6,8.40,0.230,0.49,7.80,0.035,22.0,95.0,0.9935,3.04,0.34,12
5,8.30,0.200,0.49,1.70,0.040,34.0,169.0,0.9938,3.05,0.37,10.1
6,8.30,0.200,0.49,1.70,0.038,38.0,167.0,0.9939,3.05,0.37,10.1
5,6.60,0.300,0.24,1.20,0.034,17.0,121.0,0.9933,3.13,0.36,9.2
5,6.90,0.210,0.49,1.40,0.041,15.0,164.0,0.9927,3.25,0.63,11
6,8.00,0.250,0.49,9.00,0.044,31.0,185.0,0.998,3.34,0.49,10
6,6.60,0.210,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7
5,7.20,0.270,0.74,12.50,0.037,47.0,156.0,0.9981,3.04,0.44,8.7
6,14.20,0.270,0.49,1.10,0.037,33.0,156.0,0.992,3.15,0.54,11.1
6,7.90,0.280,0.49,7.70,0.045,48.0,195.0,0.9954,3.04,0.55,11
6,7.40,0.270,0.49,1.10,0.037,33.0,156.0,0.992,3.15,0.54,11.1
6,6.60,0.210,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7
5,7.20,0.270,0.74,12.50,0.037,47.0,156.0,0.9981,3.04,0.44,8.7
7,8.10,0.300,0.49,8.10,0.037,26.0,174.0,0.9943,3.10,0.30,11.2
7,7.50,0.230,0.49,7.70,0.049,61.0,209.0,0.9941,3.14,0.30,11.1
6,7.30,0.260,0.49,5.00,0.028,32.0,107.0,0.9936,3.24,0.54,10.8
6,7.10,0.180,0.74,15.60,0.044,44.0,176.0,0.9996,3.38,0.67,9
6,8.50,0.150,0.49,1.50,0.031,17.0,122.0,0.9932,3.03,0.40,10.3
5,8.90,0.130,0.49,1.00,0.028,6.0,24.0,0.9926,2.91,0.32,9.9
6,8.10,0.280,0.49,1.00,0.040,32.0,148.0,0.9936,3.13,0.41,10
6,6.00,0.170,0.49,1.00,0.034,26.0,106.0,0.992,3.21,0.42,9.8
6,7.30,0.260,0.49,5.00,0.028,32.0,107.0,0.9936,3.24,0.54,10.8
6,7.10,0.180,0.74,15.60,0.044,44.0,176.0,0.9996,3.38,0.67,9
4,7.10,0.530,0.24,0.80,0.029,29.0,86.0,0.993,3.16,0.32,9.1
6,7.20,0.160,0.49,1.30,0.037,27.0,104.0,0.9924,3.23,0.57,10.6
6,7.30,0.140,0.49,1.10,0.038,28.0,99.0,0.9928,3.20,0.72,10.6
5,8.90,0.130,0.49,1.00,0.028,6.0,24.0,0.9926,2.91,0.32,9.9
6,7.90,0.120,0.49,5.20,0.049,33.0,152.0,0.9952,3.18,0.47,10.6
6,6.70,0.290,0.49,4.70,0.034,35.0,156.0,0.9945,3.13,0.45,9.9
6,6.70,0.300,0.49,4.80,0.034,36.0,158.0,0.9945,3.12,0.45,9.9
6,7.10,0.360,0.24,1.80,0.025,32.0,102.0,0.9903,3.34,0.59,12.8
6,8.50,0.150,0.49,1.50,0.031,17.0,122.0,0.9932,3.03,0.40,10.3
6,7.90,0.180,0.49,5.20,0.051,36.0,157.0,0.9953,3.18,0.48,10.6
6,6.60,0.190,0.99,1.20,0.122,45.0,129.0,0.9936,3.09,0.31,8.7
7,7.30,0.210,0.49,1.80,0.038,44.0,152.0,0.9912,3.32,0.44,12.6
7,6.90,0.300,0.49,7.60,0.057,25.0,156.0,0.9962,3.43,0.63,11
7,7.90,0.420,0.49,8.20,0.056,32.0,164.0,0.9965,3.29,0.60,11.2
7,6.90,0.240,0.49,1.30,0.032,35.0,148.0,0.9932,3.45,0.57,10.7
6,7.60,0.230,0.49,10.00,0.036,45.0,182.0,0.9967,3.08,0.58,9.6
6,7.90,0.180,0.49,5.20,0.051,36.0,157.0,0.9953,3.18,0.48,10.6
4,6.20,0.430,0.49,6.40,0.045,12.0,115.0,0.9963,3.27,0.57,9
4,8.80,0.350,0.49,1.00,0.036,14.0,56.0,0.992,2.96,0.33,10.5
6,7.80,0.300,0.74,1.80,0.033,33.0,156.0,0.991,3.29,0.52,12.8
5,9.10,0.280,0.49,2.00,0.059,10.0,112.0,0.9958,3.15,0.46,10.1
7,7.10,0.340,0.49,1.50,0.027,26.0,126.0,0.99,3.30,0.33,12.2
6,7.80,0.300,0.74,1.80,0.033,33.0,156.0,0.991,3.29,0.52,12.8
5,9.10,0.280,0.49,2.00,0.059,10.0,112.0,0.9958,3.15,0.46,10.1
6,8.50,0.190,0.49,3.50,0.044,29.0,117.0,0.9938,3.14,0.51,10.1
5,7.60,0.180,0.49,18.05,0.046,36.0,158.0,0.9996,3.06,0.41,9.2
5,7.50,0.190,0.49,1.80,0.055,19.0,110.0,0.9946,3.33,0.44,9.9
6,7.40,0.300,0.49,8.20,0.055,49.0,188.0,0.9974,3.52,0.58,9.7
5,6.70,0.300,0.74,5.00,0.038,35.0,157.0,0.9945,3.21,0.46,9.9
5,6.60,0.300,0.74,4.60,0.041,36.0,159.0,0.9946,3.21,0.45,9.9
6,7.40,0.300,0.49,8.20,0.055,49.0,188.0,0.9974,3.52,0.58,9.7
6,6.90,0.220,0.49,7.00,0.063,50.0,168.0,0.9957,3.54,0.50,10.3
5,7.80,0.260,0.49,3.10,0.045,21.0,116.0,0.9931,3.16,0.35,10.3
4,8.50,0.170,0.49,8.80,0.048,23.0,108.0,0.9947,2.88,0.34,10.5
6,6.80,0.170,0.74,2.40,0.053,61.0,182.0,0.9953,3.63,0.76,10.5
6,6.20,0.270,0.49,1.40,0.050,20.0,74.0,0.9931,3.32,0.44,9.8
4,7.10,0.640,0.49,1.80,0.050,17.0,128.0,0.9946,3.31,0.58,10.6
5,6.40,0.180,0.74,11.90,0.046,54.0,168.0,0.9978,3.58,0.68,10.1
4,7.60,0.310,0.49,13.40,0.062,50.0,191.0,0.9989,3.22,0.53,9
5,9.80,0.310,0.49,15.40,0.046,13.0,119.0,1.0004,3.18,0.45,9.5
6,9.00,0.300,0.49,7.20,0.039,32.0,84.0,0.9938,2.94,0.32,11.5
7,8.40,0.240,0.49,7.40,0.039,46.0,108.0,0.9934,3.03,0.33,11.9
5,6.40,0.180,0.74,11.90,0.046,54.0,168.0,0.9978,3.58,0.68,10.1
6,6.40,0.250,0.74,7.80,0.045,52.0,209.0,0.9956,3.21,0.42,9.2
5,7.30,0.300,0.74,13.50,0.039,46.0,165.0,0.9982,3.02,0.40,8.7
5,9.30,0.310,0.49,1.30,0.042,34.0,147.0,0.9948,3.11,0.46,9.8
6,6.40,0.250,0.74,7.80,0.045,52.0,209.0,0.9956,3.21,0.42,9.2
5,7.30,0.300,0.74,13.50,0.039,46.0,165.0,0.9982,3.02,0.40,8.7
6,7.00,0.270,0.74,1.50,0.036,27.0,122.0,0.9926,3.35,0.48,11.2
6,7.90,0.140,0.74,1.20,0.028,30.0,165.0,0.991,3.08,0.82,12.3
6,6.40,0.120,0.49,6.40,0.042,49.0,161.0,0.9945,3.34,0.44,10.4
6,6.80,0.210,0.74,1.20,0.047,25.0,111.0,0.9916,3.13,0.41,10.7
6,8.60,0.160,0.49,7.30,0.043,9.0,63.0,0.9953,3.13,0.59,10.5
6,7.00,0.290,0.49,3.80,0.047,37.0,136.0,0.9938,2.95,0.40,9.4
6,6.40,0.270,0.49,7.30,0.046,53.0,206.0,0.9956,3.24,0.43,9.2
5,6.60,0.550,0.01,2.70,0.034,56.0,122.0,0.9906,3.15,0.30,11.9
6,6.40,0.270,0.49,7.30,0.046,53.0,206.0,0.9956,3.24,0.43,9.2
6,6.30,0.240,0.74,1.40,0.172,24.0,108.0,0.9932,3.27,0.39,9.9
6,6.70,0.330,0.49,1.60,0.167,20.0,94.0,0.9914,3.11,0.50,11.4
6,7.00,0.290,0.49,3.80,0.047,37.0,136.0,0.9938,2.95,0.40,9.4
6,8.20,0.340,0.49,8.00,0.046,55.0,223.0,0.996,3.08,0.52,10.7
5,5.60,0.390,0.24,4.70,0.034,27.0,77.0,0.9906,3.28,0.36,12.7
7,5.60,0.410,0.24,1.90,0.034,10.0,53.0,0.98815,3.32,0.50,13.5
5,6.70,0.410,0.01,2.80,0.048,39.0,137.0,0.9942,3.24,0.35,9.5
9,7.10,0.260,0.49,2.20,0.032,31.0,113.0,0.9903,3.37,0.42,12.9
6,7.50,0.320,0.49,1.70,0.031,44.0,109.0,0.9906,3.07,0.46,12.5
7,5.80,0.190,0.49,4.90,0.040,44.0,118.0,0.9935,3.34,0.38,9.5
5,6.90,0.270,0.49,23.50,0.057,59.0,235.0,1.0024,2.98,0.47,8.6
7,8.10,0.200,0.49,11.80,0.048,46.0,212.0,0.9968,3.09,0.46,10
6,7.50,0.320,0.49,1.70,0.031,44.0,109.0,0.9906,3.07,0.46,12.5
6,8.20,0.260,0.49,5.20,0.040,19.0,100.0,0.9941,3.12,0.34,10.1
7,7.80,0.260,0.49,3.20,0.027,28.0,87.0,0.9919,3.03,0.32,11.3
7,8.00,0.140,0.49,1.50,0.035,42.0,120.0,0.9928,3.26,0.40,10.6
5,8.00,0.290,0.49,11.70,0.035,40.0,131.0,0.9958,3.14,0.34,10.8
6,7.50,0.190,0.49,1.60,0.047,42.0,140.0,0.9932,3.40,0.47,10.7
6,6.90,0.340,0.49,7.30,0.045,61.0,206.0,0.9957,3.09,0.40,9
6,6.20,0.200,0.49,1.60,0.065,17.0,143.0,0.9937,3.22,0.52,9.2
6,6.40,0.370,0.49,13.30,0.045,53.0,243.0,0.9982,3.14,0.48,8.5
8,6.20,0.220,0.49,6.00,0.029,31.0,128.0,0.9928,3.41,0.36,11.3
7,7.80,0.260,0.49,3.20,0.027,28.0,87.0,0.9919,3.03,0.32,11.3
5,8.90,0.320,0.49,1.60,0.050,17.0,131.0,0.9956,3.13,0.34,9.4
6,6.50,0.440,0.49,7.70,0.045,16.0,169.0,0.9957,3.11,0.37,8.7
6,7.00,0.140,0.49,5.90,0.053,22.0,118.0,0.9954,3.36,0.36,9.4
7,9.00,0.170,0.49,1.00,0.039,46.0,131.0,0.993,3.09,0.51,10.5
6,6.40,0.260,0.49,6.40,0.037,37.0,161.0,0.9954,3.38,0.53,9.7
6,9.00,0.220,0.49,10.40,0.048,52.0,195.0,0.9987,3.31,0.44,10.2
5,8.90,0.320,0.49,1.60,0.050,17.0,131.0,0.9956,3.13,0.34,9.4
6,8.20,0.200,0.49,3.50,0.057,14.0,108.0,0.9928,3.19,0.35,11.5
6,7.80,0.150,0.24,7.70,0.047,21.0,98.0,0.9951,2.94,0.31,9.6
5,6.90,0.250,0.24,1.80,0.053,6.0,121.0,0.993,3.23,0.70,11.4
6,8.20,0.200,0.49,3.50,0.057,14.0,108.0,0.9928,3.19,0.35,11.5
8,7.10,0.280,0.49,6.50,0.041,28.0,111.0,0.9926,3.41,0.58,12.2
7,7.40,0.190,0.49,6.70,0.037,15.0,110.0,0.9938,3.20,0.38,11
6,8.30,0.250,0.49,16.80,0.048,50.0,228.0,1.0001,3.03,0.52,9.2
6,7.50,0.140,0.74,1.60,0.035,21.0,126.0,0.9933,3.26,0.45,10.2
5,7.80,0.490,0.49,7.00,0.043,29.0,149.0,0.9952,3.21,0.33,10
6,8.10,0.120,0.49,1.20,0.042,43.0,160.0,0.9934,3.13,0.48,9.7
5,7.60,0.470,0.49,13.00,0.239,42.0,220.0,0.9988,2.96,0.51,9.2
5,7.90,0.220,0.49,3.80,0.042,26.0,105.0,0.993,3.10,0.39,10.5
5,7.80,0.490,0.49,7.00,0.043,29.0,149.0,0.9952,3.21,0.33,10
6,6.40,0.220,0.49,7.50,0.054,42.0,151.0,0.9948,3.27,0.52,10.1
7,7.30,0.190,0.49,15.55,0.058,50.0,134.0,0.9998,3.42,0.36,9.1
7,8.10,0.300,0.49,12.30,0.049,50.0,144.0,0.9971,3.09,0.57,10.2
7,7.30,0.190,0.49,15.55,0.058,50.0,134.0,0.9998,3.42,0.36,9.1
7,7.50,0.240,0.49,9.40,0.048,50.0,149.0,0.9962,3.17,0.59,10.5
6,6.40,0.220,0.49,7.50,0.054,42.0,151.0,0.9948,3.27,0.52,10.1
7,7.80,0.210,0.49,1.20,0.036,20.0,99.0,0.99,3.05,0.28,12.1
5,7.10,0.300,0.49,1.60,0.045,31.0,100.0,0.9942,3.40,0.59,10.2
4,6.90,0.260,0.49,1.60,0.058,39.0,166.0,0.9965,3.65,0.52,9.4
7,7.60,0.310,0.49,3.95,0.044,27.0,131.0,0.9912,3.08,0.67,12.8
6,6.40,0.420,0.74,12.80,0.076,48.0,209.0,0.9978,3.12,0.58,9
4,8.20,0.290,0.49,1.00,0.044,29.0,118.0,0.9928,3.24,0.36,10.9
6,7.90,0.330,0.28,31.60,0.053,35.0,176.0,1.0103,3.15,0.38,8.8
5,6.60,0.460,0.49,7.40,0.052,19.0,184.0,0.9956,3.11,0.38,9
5,7.80,0.280,0.49,1.30,0.046,27.0,142.0,0.9936,3.09,0.59,10.2
5,5.80,0.150,0.49,1.10,0.048,21.0,98.0,0.9929,3.19,0.48,9.2
6,7.80,0.400,0.49,7.80,0.060,34.0,162.0,0.9966,3.26,0.58,11.3
5,6.60,0.310,0.49,7.70,0.050,52.0,220.0,0.9964,3.12,0.45,8.8
5,6.60,0.325,0.49,7.70,0.049,53.0,217.0,0.996,3.16,0.40,9.3
6,6.60,0.270,0.49,7.80,0.049,62.0,217.0,0.9959,3.17,0.45,9.4
6,6.70,0.260,0.49,8.30,0.047,54.0,191.0,0.9954,3.23,0.40,10.3
7,6.70,0.210,0.49,1.40,0.047,30.0,114.0,0.9914,2.92,0.42,10.8
6,7.90,0.330,0.28,31.60,0.053,35.0,176.0,1.0103,3.15,0.38,8.8
4,8.10,0.280,0.46,15.40,0.059,32.0,177.0,1.0004,3.27,0.58,9
8,6.50,0.130,0.37,1.00,0.036,48.0,114.0,0.9911,3.41,0.51,11.5
5,7.80,0.445,0.56,1.00,0.040,8.0,84.0,0.9938,3.25,0.43,10.8
6,8.80,0.390,0.34,5.90,0.055,33.0,128.0,0.9927,2.95,0.51,11.8
7,7.90,0.180,0.33,1.20,0.033,20.0,72.0,0.9922,3.12,0.38,10.5
6,7.10,0.310,0.38,1.20,0.036,10.0,124.0,0.9924,3.14,0.44,9.9
6,7.80,0.240,0.18,6.70,0.046,33.0,160.0,0.9963,3.20,0.56,9.8
7,7.00,0.350,0.30,6.50,0.028,27.0,87.0,0.9936,3.40,0.42,11.4
5,6.60,0.260,0.31,4.80,0.138,41.0,168.0,0.9951,3.20,0.38,9.3
